Contrato;Estado;Descrição;Tipo de contrato;Tipo de procedimento;Data de publicação;Data de celebração;Data de fecho;Prazo de execução;Local de execução (País, Distrito, Concelho);Preço contratual;Preço total efetivo;Entidade adjudicante;Entidade adjudicante (NIF);Entidade adjudicante (ID);Entidade adjudicatária;Entidade adjudicatária (NIF);Entidade adjudicatária (ID);Convidados (ID|NIF|Descrição);Concorrentes (ID|NIF|Descrição);Anúncio (ID);Fundamentação;Fundamentação da necessidade de recurso ao ajuste direto;Procedimento centralizado;CPV;Objeto do contrato;Incrementos superiores a 15%;Causas das alterações do prazo;Causas das alterações do preço;Documentos (IDs);Observações
89;;Serviços de transporte e mudanças de mobiliário, arquivo e equipamento informático;;Ajuste directo;20/08/2008;;;90 dias;;50.800,00 €;;IAPMEI-Instituto de Apoio às Pequenas e Médias Empresas e à Inovação, I.P.;501373357;139;Transportes Rodrigues & Lourenço, Lda;500885087;140;;;;Não Preenchido;Não aplicável;;;Serviços de transporte e mudanças de mobiliário, arquivo e equipamento informático;;;;;
90;;Projecto de Reforço Sísmico da Sala do Senado e da Sala das Sessões do Palácio de São Bento;;Ajuste directo;22/08/2008;;;30 dias;;76.537,00 €;;Assembleia da República;600054128;141;A2P Consult, Estudos e Projectos, Lda;502299800;142;;;;Na medida do estritamente necessário e por motivos de urgência imperiosa resultante de acontecimentos imprevisíveis pela entidade adjudicante, não possam ser cumpridos os prazos inerentes aos demais procedimentos, e desde que as circunstâncias invocadas não sejam, em caso algum imputáveis à entidade adjudicante. (al. c) do n.º 1 do artigo 24.º do CCP);Não aplicável;;;Projecto de Reforço Sísmico da Sala do Senado e da Sala das Sessões do Palácio de São Bento;;;;;
91;;Aquisição de serviços de impressão da agenda do professor para o ano lectivo 2008/2009;Aquisição de serviços;Ajuste directo;25/08/2008;18/08/2008;;12 dias;Portugal, Lisboa, Sintra;13.800,00 €;;Câmara Municipal de Sintra;500051062;143;Gazela, Artes Gráficas, Lda;500126003;144;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;79970000-4, Serviços de publicação;Aquisição de serviços de impressão da agenda do professor para o ano lectivo 2008/2009;;;;;
92;;Contrato de manutenção e actualização de software;;Ajuste directo;25/08/2008;;;365 dias;;22.683,23 €;;Serviços Municipalizados de Loures;680009671;145;ESRI Portugal, S.A.;501941231;146;;;;24.º, nº 1 al. e);Não aplicável;;;Contrato de manutenção e actualização de software;;;;;
93;;"Execução gráfica de dois volumes intitulados “The Limits Of The European Union in a Globalized World” e “Governance and Sustainable Development""";;Ajuste directo;22/08/2008;;;30 dias;;22.050,00 €;;Faculdade de Direito da Universidade de Coimbra;501617582;147;Gráfica de Coimbra, Lda;501848533;148;;;;Não Preenchido;Não aplicável;;;"Execução gráfica de dois volumes intitulados “The Limits Of The European Union in a Globalized World” e “Governance and Sustainable Development""";;;;;
94;;Execução gráfica de um volume intitulado “The Treaty of Lisbon”;;Ajuste directo;26/08/2008;;;15 dias;;11.025,00 €;;Faculdade de Direito da Universidade de Coimbra;501617582;147;Gráfica de Coimbra, Lda;501848533;148;;;;Não Preenchido;Não aplicável;;;Execução gráfica de um volume intitulado “The Treaty of Lisbon”;;;;;
95;;Pintura do Edifício Túlio Vitorino;Empreitadas de obras públicas;Ajuste directo;26/08/2008;26/08/2008;23/08/2011;30 dias;Portugal, Castelo Branco, Sertã;7.850,00 €;7.850,00 €;Câmara Municipal da Sertã;506963837;103;Leitão & Simões Lda;507338472;150;;;;Artigo 19.º, alínea a) do Código dos Contratos Públicos;Não aplicável;;45442110-1, Pintura de edifícios;Pintura do Edifício Túlio Vitorino;;;;;
97;;Prestação de serviços artísticos;;Ajuste directo;26/08/2008;;08/09/2008;2 dias;;30.000,00 €;30.000,00 €;Câmara Municipal de Cuba;500832935;151;Sons da Vicentina – Produção de Espectáculos, Lda;507152662;152;;;;Não Preenchido;Não aplicável;;;Prestação de serviços artísticos;;;;;
98;;Aquisição material em FFD para rede distribuição de agua;;Ajuste directo;26/08/2008;;;30 dias;;6.003,82 €;;Câmara Municipal de Castelo de Paiva;502678917;153;Mário Gonçalves, Lda;500183872;62;;;;Não Preenchido;Não aplicável;;;Aquisição material em FFD para rede distribuição de agua;;;;;
100;;Remoção de duas unidades de climatização no Gabinete do Dr. Mota Amaral - Andar Nobre do Palácio de S. Bento;;Ajuste directo;26/08/2008;;;10 dias;;4.500,00 €;;Assembleia da República;600054128;141;HTECNIC - Construções, Lda;506155218;156;;;;Não Preenchido;Não aplicável;;;Remoção de duas unidades de climatização no Gabinete do Dr. Mota Amaral - Andar Nobre do Palácio de S. Bento;;;;;
101;;Requalificação do Espaço Verde com Parque Infantil da Rua José Duro;;Ajuste directo;20/08/2008;;;60 dias;;56.096,14 €;;Freguesia de São João de Brito;507339240;157;Horto do Campo Grande, S.A.;500941084;158;;;;Não Preenchido;Não aplicável;;;Requalificação do Espaço Verde com Parque Infantil da Rua José Duro;;;;;
102;;Fornecimento de gradeamento e murete a executar no espaço verde da Rua José Duro.;;Ajuste directo;20/08/2008;;;60 dias;;17.200,00 €;;Freguesia de São João de Brito;507339240;157;Manuel Silva Branco , Construção, Conservação e Remodelação de Imóveis, Lda.;506398420;159;;;;Não Preenchido;Não aplicável;;;Fornecimento de gradeamento e murete a executar no espaço verde da Rua José Duro.;;;;;
103;;Reparação dos Semáforos das Ruas Almirante Reis, 1º Maio e Pedro Alvares Cabral;;Ajuste directo;27/08/2008;;;15 dias;;12.795,00 €;;Câmara Municipal do Entroncamento;501120149;160;Carlos Manuel Estima de Oliveira;166889083;161;;;;Não Preenchido;Não aplicável;;;Reparação dos Semáforos das Ruas Almirante Reis, 1º Maio e Pedro Alvares Cabral;;;;;
104;;Prestação de Serviços de Consultoria de Gestão;Aquisição de serviços;Ajuste directo;27/08/2008;26/08/2008;09/09/2009;365 dias;Portugal, Évora, Estremoz;21.000,00 €;21.000,00 €;Câmara Municipal de Estremoz;506556590;162;Rácio Mania, Consultoria Formação e Serviços, Lda.;507781104;163;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;66171000-9, Serviços de consultoria financeira;Prestação de Serviços de Consultoria de Gestão;;;;;
106;;Espectáculo musical – Marco Paulo - 27/09/2008;;Ajuste directo;22/08/2008;;;1 dias;;14.000,00 €;;Câmara Municípal de Elvas;501272968;67;Marco Paulo Espectáculos, Lda.;502363444;166;;;;Nos termos da alínea e) do n.º1 do artigo 24.º do Decreto-Lei n.º 18/2008 de 29 de Janeiro;Não aplicável;;;Espectáculo musical – Marco Paulo - 27/09/2008;;;;;
107;;Espectáculo Musical Quim Barreiros - 11/09/2008;;Ajuste directo;27/08/2008;;;1 dias;;6.250,00 €;;Câmara Municípal de Elvas;501272968;67;Joaquim de Magalhães Fernandes Barreiros;165625295;167;;;;Nos termos da alínea e) do n.º1 do artigo 24.º do Decreto-Lei n.º 18/2008 de 29 de Janeiro;Não aplicável;;;Espectáculo Musical Quim Barreiros - 11/09/2008;;;;;
108;;Aquisição de materiais de canalização para rega;;Ajuste directo;27/08/2008;;;15 dias;;8.695,02 €;;Inframoura, Empresa de Infraestruturas de Vilamoura, EM;504915266;168;Montalgarve - Materiais e Equipamentos Industriais, Lda.;500801118;169;;;;Não Preenchido;Não aplicável;;;Aquisição de materiais de canalização para rega;;;;;
109;;Aquisição de serviços para deslocações, alojamentos e entradas na Expo Saragoça 2008;;Ajuste directo;22/08/2008;;;8 dias;;6.280,00 €;;Câmara Municipal de Lagos;505170876;80;Tourlagos- Viagens e Turismo, Ldª.;503401145;170;;;;Alínea a) do nº. 1 do artº.20º. do Dec.-Lei nº.18/2008, de 29/01;Não aplicável;;;Aquisição de serviços para deslocações, alojamentos e entradas na Expo Saragoça 2008;;;;;
110;;Fornecimento,  instalação e configuração de 2 switches Catalyst 3750 10/100/1000 48 portas PoE, 3 GE SFP, LC connector SX transceiver e fornecimento de 10 telefones Cisco IP modelo 7906G. Contrato de manutenção válido por um ano.;;Ajuste directo;27/08/2008;;;45 dias;;18.157,07 €;;Centro Formação Profissional das Pescas e do Mar (FOR-MAR);508590582;19;NOVABASE IIS - INF. INT. SIST. INF. S.A.;500074372;171;;;;Não Preenchido;Não aplicável;;;Fornecimento,  instalação e configuração de 2 switches Catalyst 3750 10/100/1000 48 portas PoE, 3 GE SFP, LC connector SX transceiver e fornecimento de 10 telefones Cisco IP modelo 7906G. Contrato de manutenção válido por um ano.;;;;;
111;;Aquisição de Serviços de Animação para o Feriado Municipal;;Ajuste directo;27/08/2008;;;1 dias;;15.000,00 €;;Câmara Municípal de Aljezur;505932512;65;Luís Loução – Produções e Espectáculos;109612477;66;;;;Não Preenchido;Não aplicável;;;Aquisição de Serviços de Animação para o Feriado Municipal;;;;;
112;;Fornecimento, em regime de aluguer, de vários autocarros, no âmbito do programa “Gondomar no Sameiro de Braga”;;Ajuste directo;27/08/2008;;;5 dias;;33.250,00 €;;Câmara Municípal de Gondomar;506848957;173;Empresa de Transportes Gondomarense Lda;500097763;174;;;;Não Preenchido;Não aplicável;;;Fornecimento, em regime de aluguer, de vários autocarros, no âmbito do programa “Gondomar no Sameiro de Braga”;;;;;
113;;Reparação da unidade de climatização dos Balneários do Complexo Municipal de piscinas de Gueifães;;Ajuste directo;27/08/2008;;;60 dias;;5.636,44 €;;Câmara Municipal da Maia;505387131;175;Instelmática, Montagens Eléctricas, Manutenção Industrial e Automação de Sistemas, Lda;506036014;176;;;;Alínea f) do n.º1 do artigo 27º do Código dos Contratos Públicos;Não aplicável;;;Reparação da unidade de climatização dos Balneários do Complexo Municipal de piscinas de Gueifães;;;;;
114;;Aquisição de serviços de fornecimento de imagem e projecção, iluminação e assistência técnica no âmbito da Festa Final do Projecto “Férias Desportivas Portimão 2008”.;Aquisição de serviços;Ajuste directo;27/08/2008;06/08/2008;14/08/2008;1 dias;Portugal, Faro, Portimão;8.938,50 €;8.938,50 €;Câmara Municipal de Portimão;505309939;177;Primevents – Audiovisuais e Eventos;506545385;178;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;79952000-2, Serviços de eventos;Aquisição de serviços de fornecimento de imagem e projecção, iluminação e assistência técnica no âmbito da Festa Final do Projecto “Férias Desportivas Portimão 2008”.;;;;;
117;;Aquisição de serviços de fornecimento/aluguer de tenda no âmbito da realização do “Campeonato Internacional de BMX Freestyle – Bmxsummercomp08” – 13-14 Set.2008;Aquisição de serviços;Ajuste directo;27/08/2008;27/08/2008;14/09/2008;4 dias;Portugal, Faro, Portimão;6.000,00 €;6.000,00 €;Câmara Municipal de Portimão;505309939;177;Alentexpo – Organização e Montagem de Feiras, Lda.;503841285;183;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;79952000-2, Serviços de eventos;Aquisição de serviços de fornecimento/aluguer de tenda no âmbito da realização do “Campeonato Internacional de BMX Freestyle – Bmxsummercomp08” – 13-14 Set.2008;;;;;
119;;Aquisição de 15 Computadores Portáteis - Escola Superior de Saúde de Viseu;;Ajuste directo;28/08/2008;;;30 dias;;18.520,20 €;;Escola Superior de Saúde de Viseu;600017087;184;Prológica – Sistemas Informáticos S.A.;501432507;76;;;;Não Preenchido;Não aplicável;;;Aquisição de 15 Computadores Portáteis - Escola Superior de Saúde de Viseu;;;;;
120;;Fornecimento do “Sistema de Incentivos e Motivação da EMGHA” no âmbito do modelo de carreiras, avaliação de desempenho e política remuneratória.;;Ajuste directo;28/08/2008;;;60 dias;;68.880,00 €;;EMGHA, Empresa de Gestão do Parque Habitacional do Município de Cascais, EM;504538314;186;HAY GROUP, SA;502313226;187;;;;Não Preenchido;Não aplicável;;;Fornecimento do “Sistema de Incentivos e Motivação da EMGHA” no âmbito do modelo de carreiras, avaliação de desempenho e política remuneratória.;;;;;
121;;Inscrição de uma funcionária no VI Congresso Nacional da Administração Pública;;Ajuste directo;28/08/2008;;;75 dias;;350,00 €;;Secretaria-Geral do Ministério da Economia e da Inovação;600081125;33;Instituto Nacional de Administração, I.P.;501353542;188;;;;Não Preenchido;Não aplicável;;;Inscrição de uma funcionária no VI Congresso Nacional da Administração Pública;;;;;
122;;"Inscrição de uma funcionária no ""Programa de Formação em Gestão Pública"" (FORGEP)";;Ajuste directo;28/08/2008;;;120 dias;;1.300,00 €;;Secretaria-Geral do Ministério da Economia e da Inovação;600081125;33;Instituto Nacional de Administração, I.P.;501353542;188;;;;Não Preenchido;Não aplicável;;;"Inscrição de uma funcionária no ""Programa de Formação em Gestão Pública"" (FORGEP)";;;;;
123;;"Inscrição de dois funcionários no curso ""Auditoria Financeira""";;Ajuste directo;28/08/2008;;;75 dias;;600,00 €;;Secretaria-Geral do Ministério da Economia e da Inovação;600081125;33;Instituto Nacional de Administração, I.P.;501353542;188;;;;Não Preenchido;Não aplicável;;;"Inscrição de dois funcionários no curso ""Auditoria Financeira""";;;;;
124;;Aquisição de mobiliário para Parques de Merendas de Santa Rita e Danaia ao abrigo do programa Agris 3.4;;Ajuste directo;27/08/2008;;;5 dias;;31.363,00 €;;Câmara Municipal de Ponte da Barca;505676770;189;Extruplás – Reciclagem, Recuperação e Fabrico de Produtos Plásticos;504850261;190;;;;Não Preenchido;Não aplicável;;;Aquisição de mobiliário para Parques de Merendas de Santa Rita e Danaia ao abrigo do programa Agris 3.4;;;;;
125;;Prestação de  Serviços  - Actuação Musical;;Ajuste directo;27/08/2008;;27/08/2008;1 dias;;6.000,00 €;6.000,00 €;Câmara Municipal de Portimão;505309939;177;Pedro Barroso;124685331;191;;;;Não Preenchido;Não aplicável;;;Prestação de  Serviços  - Actuação Musical;;;;;
129;;Matérias-primas e subsidiárias para a formação - Estabelecimento Prisional R.Viana Castelo;;Ajuste directo;08/08/2008;;;30 dias;;2.025,96 €;;Centro Protocolar de Formação Profissional para o Sector da Justiça;502104511;195;Maconor-Alberto António Jesus Sousa, SA;501536817;196;;;;Não Preenchido;Não aplicável;;;Matérias-primas e subsidiárias para a formação - Estabelecimento Prisional R.Viana Castelo;;;;;
127;;Impressão de 3 Colecções de Postais e Materiais de Divulgação – Dia Robinson – 17 de Setembro de 2008;Aquisição de serviços;Ajuste directo;28/08/2008;27/08/2008;07/09/2008;12 dias;Portugal, Portalegre, Portalegre;4.220,00 €;4.220,00 €;Fundação Robinson;505984717;193;Textype – Artes Gráficas, Lda.;501212680;194;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;22000000-0, Material impresso e afins;Impressão de 3 Colecções de Postais e Materiais de Divulgação – Dia Robinson – 17 de Setembro de 2008;;;;;
130;;Artigos de limpeza, higiene e conforto - Estabelecimento Prisional Linhó;;Ajuste directo;08/08/2008;;;30 dias;;275,46 €;;Centro Protocolar de Formação Profissional para o Sector da Justiça;502104511;195;Higipower - Artigos de Higiene e Limpez;212766406;197;;;;Não Preenchido;Não aplicável;;;Artigos de limpeza, higiene e conforto - Estabelecimento Prisional Linhó;;;;;
131;;Serviços para conservação e reparação de viaturas - Sede CPJustiça;;Ajuste directo;21/08/2008;;;30 dias;;234,70 €;;Centro Protocolar de Formação Profissional para o Sector da Justiça;502104511;195;Precision - Centros Manutenção Automóvel,SA;505409615;198;;;;Não Preenchido;Não aplicável;;;Serviços para conservação e reparação de viaturas - Sede CPJustiça;;;;;
132;;Matérias primas e subsidiárias para a formação - Núcleo de Formação de Alcoentre;;Ajuste directo;20/08/2008;;;30 dias;;392,64 €;;Centro Protocolar de Formação Profissional para o Sector da Justiça;502104511;195;Augusto José Reis Mata & Filhos, Lda.;502258470;199;;;;Não Preenchido;Não aplicável;;;Matérias primas e subsidiárias para a formação - Núcleo de Formação de Alcoentre;;;;;
133;;Aquisição de serviços de deslocação do Sr. Presidente aos EUA.;;Ajuste directo;28/08/2008;;;7 dias;;8.646,50 €;;Câmara Municipal da Praia da Vitória;512044023;200;Turangra;512034095;201;;;;Não Preenchido;Não aplicável;;;Aquisição de serviços de deslocação do Sr. Presidente aos EUA.;;;;;
134;;Empreitada de pinturas e Execução de Instalações Sanitárias;Empreitadas de obras públicas;Ajuste directo;07/08/2008;14/08/2008;;30 dias;Portugal, Lisboa, Lisboa;138.586,51 €;;IAPMEI-Instituto de Apoio às Pequenas e Médias Empresas e à Inovação, I.P.;501373357;139;Matias & Ávilas – Construção Civil e Obras Públicas, Lda;501862331;202;;;;Artigo 19.º, alínea a) do Código dos Contratos Públicos;Não aplicável;;45442100-8, Obras de pintura;Empreitada de pinturas e Execução de Instalações Sanitárias;;;;;
136;;Espectáculo com Luís Represas, no dia 6 de Setembro, no âmbito das Festas do Concelho;;Ajuste directo;29/08/2008;;;1 dias;;26.000,00 €;;Câmara Municípal de Faro;506579425;93;Oficina da Ilusão, Lda.;504306332;205;;;;Não Preenchido;Não aplicável;;;Espectáculo com Luís Represas, no dia 6 de Setembro, no âmbito das Festas do Concelho;;;;;
137;;Prestação de Serviços  - Gravação de um DVD de Música e Promoção da Cidade;Aquisição de serviços;Ajuste directo;29/08/2008;11/08/2008;23/08/2008;20 dias;Portugal, Faro, Portimão;12.500,00 €;12.500,00 €;Câmara Municipal de Portimão;505309939;177;Em Ponto L da;504792164;206;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;79342200-5, Serviços de promoção;Prestação de Serviços  - Gravação de um DVD de Música e Promoção da Cidade;;;;;
